V160001,dislikeReps,demhatesreps,rephatesdems
302840,obstruction statgery,1,0
302844,,1,0
302850,"EVERYTHING THEY DO INVOLVES WHAT'S GOOD FOR THE PARTY, I THINK IT'S SHAMEFUL THEY OBSTRUCT BARRAK OBAMA, I'VE VERY VERY ANGRY AND BITTER ABOUT THAT//",1,0
302856,Caters to the rich.//,1,0
302861,,1,0
302865,dangerous financial and foreign policies and the endorsement and reckless characters as their representatives/,1,0
302876,The tea party//The Republican Party has sown the seed for what is happening now//I think they laid the groundwork for the Trump candidacy//I think their anti-immigation policy has fueled a new generation of racism associated with the Trump campaign//Their whole policy of the ultra-rich can get richer,1,0
400007,only care about not wanting to paying taxes,1,0
400009,,1,0
400015,They are in favor of tax breaks for the 1%,1,0
400016,"Disregard for equal rights, reckless position on gun control",1,0
400018,Lack of meeting half way with democratic leaders,1,0
400028,"The party is non-progressive thinkers, and sort of racist",1,0
400045,Everything they greedy,1,0
400050,"Blocking legislation, not doing their job, unamerican values",1,0
400055,,1,0
400056,"intrusive in our lives, haters, hypocrites",1,0
400086,,1,0
400095,their stance on abortion,1,0
400099,,1,0
400103,,1,0
400120,pretensious,1,0
400121,Both parties are self serving manipulative and do no care.,1,0
400124,The working mans party,1,0
400126,This party lacks common sense.,1,0
400131,Racist,1,0
400132,,1,0
400143,,1,0
400144,"Their stance on abortion, the environment, taxes",1,0
400147,They are not separation church from state and are not flexib,1,0
400154,Overbearing Christians. Greed. Gun laws.,1,0
400158,"Everything. Racism, sexism, violence, bigotry, etc.",1,0
400165,constant negativity about new bills,1,0
400174,stance on social issues; isolationism,1,0
400177,They are only for the upper class,1,0
400181,"Nationalistic, narrow-minded, homophobic, overly religious",1,0
400194,I feel that they are looking out for the rich and powerful,1,0
400236,,1,0
400243,There inability to work and play well with the people acros,1,0
400248,maintain the status quo,1,0
400262,"obstructionist, misogynist, pro-gun, pro-1%",1,0
400275,they do not help working class citizens,1,0
400278,More fighting less talking,1,0
400285,inability to work with people,1,0
400289,greed,1,0
400290,THERE VAGENDA  IS  FAR  OFF  TRACK,1,0
400304,,1,0
400308,religious nuts who will bring us back to the dark ages or wo,1,0
400318,Lack of support for government,1,0
400324,there trickle down theory,1,0
400334,Nominating Trump,1,0
400346,,1,0
400347,It's scummy,1,0
400349,"racist, unfair tax policy, no priority for education",1,0
400350,They all about money for them,1,0
400351,,1,0
400352,conservative values,1,0
400355,They tend to be more closed minded on social issues,1,0
400360,"Views on welfare,poverty,and abortion",1,0
400362,Narrow-minded beliefs. Party cannot relate to 21st century.,1,0
400367,"Theocracy, Social issues",1,0
400371,Pres candidate,1,0
400375,Intolerance,1,0
400380,Helping the wealthy,1,0
400382,"favors big business/ultra rich, bad for environmental issues",1,0
400385,,1,0
400388,everything,1,0
400401,attempting  to keep current president from succeeding .,1,0
400402,Never really doing anything for the people,1,0
400417,Abortion.,1,0
400424,lost track of the American Small Business model,1,0
400440,,1,0
400442,que apoye a una persona de negocios para la casa blanca,1,0
400444,they picked Trump,1,0
400449,,1,0
400458,Their Racial obstructionism,1,0
400459,Seeingly unable to compromise,1,0
400464,party continues to focus all attention to put down dem party,1,0
400466,Close mindedness,1,0
400471,"Social issues, greed, fiscal irresponsibility",1,0
400481,lack of compromise/action in congress,1,0
400487,Tooooo conservative,1,0
400490,,1,0
400500,"gun policies/promotion, rudeness, non-inclusiveness, racism",1,0
400504,HATRED AND BIGOTRY,1,0
400505,greed,1,0
400509,Seem to stone wall every issue that comes up.,1,0
400514,"Everything, a bunch of Hot air bigots!",1,0
400523,,1,0
400528,greedy not a team player doesnt care aboug regular people,1,0
400530,"Everything, racism, sexism, the world has left them behind",1,0
400535,,1,0
400543,Unwillingness to negotiate and move the country forward;,1,0
400546,,1,0
400564,trump,1,0
400566,They play on the ignorance of their supporters,1,0
400572,not working for the american people,1,0
400573,"narrow minded,not inclusive of everyone",1,0
400588,crooked,1,0
400591,,1,0
400594,They're idiots,1,0
400596,,1,0
400598,,1,0
400607,Not doing their jobs when they don't get their way,1,0
400609,Sometimes too individualistic towards indigents,1,0
400614,,1,0
400618,greed & bipartisan,1,0
400627,"Tea party, anti -gay sentiment, pro 1% and big business",1,0
400629,,1,0
400651,religion/abortion,1,0
400653,,1,0
400654,they aren't the Rep. Party they are puppets to' Corporations,1,0
400657,"Positions on social issues, economy, taxes, environment.",1,0
400658,Run by those who want all the wealth of the nation,1,0
400660,Economic Inequality,1,0
400663,Corporate,1,0
400668,,1,0
400678,,1,0
400679,Socially conservative and lack of support for the less fortu,1,0
400680,elititst,1,0
400683,,1,0
400689,,1,0
400693,,1,0
400708,,1,0
400712,,1,0
400719,,1,0
400728,White ideology.,1,0
400740,"Rich men protecting rich men, lack of woman's rights.  arrog",1,0
400755,"'clean coal,' pro life, religion in politics",1,0
400756,,1,0
400765,Ignorance,1,0
400766,,1,0
400768,"anti-women, not good world neighbors, favors big business",1,0
400775,"Anti-abortion, hurt the poor, selfish, greedy, evil",1,0
400777,Dont support the canidate,1,0
400780,,1,0
400789,No strong bond with middle class or unpaid Americans.,1,0
400798,"The far right has taken it over, and it's split",1,0
400802,rich get richer,1,0
400809,,1,0
400815,"Lier ,out of touch,negittive",1,0
400820,,1,0
400836,NOT UNITED AS A PARTY,1,0
400857,,1,0
400860,Literally everything.,1,0
400866,generally mean-spirited,1,0
400879,They are not inclusive,1,0
400880,The division between the parties.,1,0
400881,"Obstructionism in Congress, party fir rich",1,0
400892,,1,0
400896,"Racist, exploits poor, bad social policy, shutdown goverment",1,0
400899,,1,0
400912,"Divide the government, hard had  people",1,0
400913,"Favors the wealthy, screams 'family Values when they have no",1,0
400923,Defiance of needed social programs,1,0
400925,They're for the rich people,1,0
400926,,1,0
400927,Overbearing right wings,1,0
400929,,1,0
400938,,1,0
400948,They sell an image of 'heritage' to Lower class Whites,1,0
400952,all the old white guys,1,0
400954,,1,0
400959,trying to hard to be like the other party i dont see a line,1,0
400965,Don't represent the people,1,0
400967,"lies, shit on the middle class",1,0
400969,Tea party evangelicals racism,1,0
400977,,1,0
400979,,1,0
400989,,1,0
400994,not for the people,1,0
400997,Old boys school we need term limits,1,0
400999,,1,0
401003,,1,0
401005,self perpetuating hiearchy of power,1,0
401010,There only for the rich,1,0
401020,Women right issues,1,0
401021,they take,1,0
401029,Won't compromise with the Democrats,1,0
401035,lack of focus on social issues,1,0
401039,The social conservatism,1,0
401042,,1,0
401049,it's a good 'ol boy system and God help you if you're not in,1,0
401055,Unwillingness to work with democrats,1,0
401059,favors upper class/doesn't work with democrats,1,0
401080,Against women's right to choose,1,0
401082,"lying, using selective Christian values to govern",1,0
401090,,1,0
401095,Reproductive rights,1,0
401102,,1,0
401103,,1,0
401104,Refusal to separate church and state,1,0
401111,"everything else; snobbery, philosophy, values",1,0
401127,they not approving gun control,1,0
401128,,1,0
401132,Dishonesty. Tea Party. Bias. Obstructionism,1,0
401135,Everything about their current beliefs and policies.,1,0
401144,,1,0
401145,,1,0
401150,Surpressors,1,0
401151,The agenda,1,0
401159,,1,0
401174,Too conservative,1,0
401191,se creen mucho,1,0
401196,Not taxing the rich,1,0
401210,They don't care about the people,1,0
401211,iunflexability,1,0
401214,,1,0
401219,Obstruct good legislation to make people hate govt,1,0
401227,Inability to work with Democrats on anything,1,0
401235,There like the Democrats!,1,0
401245,The party no longer cares about every day issues.,1,0
401260,,1,0
401263,They don't like new ideas and the right ideas.,1,0
401267,,1,0
401271,I don't like their views on many issues--they conflict with,1,0
401275,,1,0
401281,Backward looking,1,0
401282,,1,0
401293,I QUESTION THEIR COMMITMENT TO DEMOCRACY,1,0
401306,out of touch,1,0
401330,trickle down economics and social policies,1,0
401335,"Lack of integrity, following like lemmings.",1,0
401348,"They're anti-choice,anti-gay marriage, pro religion",1,0
401353,They seems to care more for the wealthy,1,0
401354,Too focused on white people.,1,0
401361,,1,0
401367,Social issues,1,0
401377,pandering to base with half-truths and lies,1,0
401379,"Rigid beliefs, racism, against women and minority rights",1,0
401382,,1,0
401387,"Refused to vote on Merrick Garland, positions on LGBT people",1,0
401392,,1,0
401397,,1,0
401416,"economic policies, social policies, lack of scienctific sens",1,0
401417,The lack of compassion for the middle class,1,0
401426,Ultra conservative views,1,0
401442,They are extreme obstructionists.,1,0
401448,"Defense spending/wars, anti-choice, backwards.",1,0
401468,,1,0
401472,their beliefs,1,0
401477,,1,0
401486,Lost on the values of most Americans,1,0
401496,Pretty much all,1,0
401504,,1,0
401505,THEY DONT HELP THE LOW CLASS PEOPLE,1,0
401512,Taxes,1,0
401516,BACKING A POOR CANDIDATE,1,0
401527,They always try to tell people what the people think,1,0
401528,unwillingness to vote off the party line.,1,0
401531,,1,0
401539,Anti-environment/pro gun,1,0
401543,"anti-science, racism, sexism",1,0
401548,,1,0
401557,,1,0
401563,THEY NEED TO LEARN TO WORK TOGETHER FOR THE USA,1,0
401571,everything,1,0
401582,,1,0
401583,do not care about womens rights,1,0
401585,"Embracing fantasy of Fox News, Tea Party, and Trump",1,0
401592,Lack of equality.,1,0
401593,"Only for Super Rich, racist",1,0
401597,Aggressive capitalist and conservative views,1,0
401611,"Pandering to religion, abortion and gun stance",1,0
401613,,1,0
401618,More for the rich.,1,0
401622,Generally closed-minded in regards to women's issues,1,0
401624,Growing adherence to theocractic values,1,0
401636,they think they are an entity unto thrmselves,1,0
401642,Ineffective,1,0
401643,,1,0
401654,"they are now rigid, hard line and dogmatic",1,0
401669,"their tendency to be obstuctionists, their intolerance",1,0
401672,Can't stand up to a psychopath ruining their party,1,0
401675,presidental candidate,1,0
401678,,1,0
401686,,1,0
401698,Hypocritical,1,0
401699,Lo negativo asi los hispanos,1,0
401703,favors the rich,1,0
401705,LACK OF INCLUSION,1,0
401715,they care about their personal interests,1,0
401732,"Obstruction,vindictive, small minded, corporate owned",1,0
401736,"pandering to ignorance, intorlerance, and fear",1,0
401739,,1,0
401759,"uncompromising, rigid",1,0
401771,"Stances on gun control, environment, taxes, you name it!",1,0
401773,supporting corporations to be unethical,1,0
401780,The movement against the LBGT community.,1,0
401792,Catering to the basest ideas,1,0
401804,not for the american people...favor the rich over the poor,1,0
401812,"Pushing religion, indifference to the poor",1,0
401815,,1,0
401824,,1,0
401830,"Racist views, anti labor, anti women, war hawks, support 1%",1,0
401832,Dont share my views,1,0
401833,,1,0
401839,They like helping the high class,1,0
401841,,1,0
401849,,1,0
401850,bigorty,1,0
401856,"anti-environment, evangelical pandering, intolerance",1,0
401858,,1,0
401859,"Denial of scientific evidence, Ignorance",1,0
401860,,1,0
401861,,1,0
401872,"Stance on abortion, same-sex marriage, guns",1,0
401874,"anti-diversity, anti-abortion, anti-gay",1,0
401876,Disfunction,1,0
401887,"some, but not all, are bigoted and ego-centric",1,0
401891,,1,0
401895,"Religious overtones, tea party",1,0
401915,"actively blocks president and legislation, can't compromise",1,0
401918,they don't adhere to the tenants of their own party,1,0
401922,against abortion,1,0
401924,,1,0
401926,They are. Only concern about their own interest,1,0
401938,,1,0
401945,,1,0
401950,hated Obama from day one-won't work with him or others in t,1,0
401958,money stays at the top economic group,1,0
401968,"views on equal pay, abortion and human rights in the USA",1,0
401973,Military focus and fight-first attitude,1,0
401978,monetary and racial discriminatory actions in congress,1,0
401982,Handling of illegal immigrants,1,0
401985,everything,1,0
401989,racist,1,0
401993,They're ignorant to women and POC,1,0
401997,budget cuts on education,1,0
402018,"2nd amendment; abortion,racism,etc.",1,0
402036,,1,0
402040,"Corruption, greed, lies, war-mongering",1,0
402042,they never do what they promise,1,0
402048,"Generally resist change; racist, sexist, homophobic.",1,0
402060,,1,0
402068,failed to live to Lincon party values,1,0
402074,Hypocrites,1,0
402078,They only care about issues that serve rich people.,1,0
402118,They are  not for women's rights and abortiob,1,0
402124,,1,0
402134,Can't agree or get along with other party..not getting work,1,0
402137,the republican party is against everything that a person lik,1,0
402140,RINO Globalists,1,0
402143,"Blocking compromise (gov shutdown, ACA), extreme fractions,",1,0
402144,"Conservative views - gun control, gay marriage, etc",1,0
402146,they are assholes,1,0
402147,"dark age thinking, chauvinism, stuck in the past",1,0
402168,don't work well with all to better America,1,0
402172,personal,1,0
402173,Dismissal of middle class,1,0
402175,,1,0
402187,Everything,1,0
402193,womans rights,1,0
402195,They denied climate change....they are for fracking....drill,1,0
402202,,1,0
402204,,1,0
402206,,1,0
402209,Intolerant towards people different from them,1,0
402213,Weakness to stand on issues. Lied about representing public,1,0
402215,"stance on immigration, same-sex marriage, etc.",1,0
402229,"obstructionism, catering to racist, not condemning Donald Tr",1,0
402237,,1,0
402240,agenda of radical disenfranchisement and discrimination,1,0
402241,"No compromise, fear mongers,business over people/environment",1,0
402253,,1,0
402259,"Tax policies, no support of women's rights",1,0
402262,Tea party,1,0
402267,More about obstruction than loyal opposition,1,0
402282,their feelings favoring the rich,1,0
402289,Do not execute; always looking for a reason not to do,1,0
402298,basis in greed,1,0
402310,"The Republicans are Crooks, ubstructionist",1,0
402313,Unwiling to bipartisan. The tea party is ridiculously inflex,1,0
402315,"Favor the wealthy, impose their morality on others",1,0
402316,don't want gun control; want tax breaks for rich,1,0
402318,"They have no unity, struggling to find themselves",1,0
402321,the majority of them seem to come from money and focus on $,1,0
402327,lack of concern for working poor,1,0
402338,,1,0
402340,Stuck in their ways about how issues should be handled,1,0
402342,Idk,1,0
402360,,1,0
402368,they dont think about the working poor,1,0
402391,obstructive,1,0
402392,'its my way or the highway' attitude,1,0
402406,,1,0
402413,,1,0
402420,,1,0
402428,hatred in general,1,0
402429,insistence on bringing religion into government,1,0
402434,"Liars, Deceptive, Back Stabbers, Not Loyal, Greedy, Self Ser",1,0
402435,everything,1,0
402439,,1,0
402448,"Stance on social issues, their willingness to support Trump",1,0
402455,All they care about is money,1,0
402480,"Pushing personal views (marriage, abortion) on citizens.",1,0
402488,They do not support women's rights,1,0
402497,Institutionalized racism and privilige within the party,1,0
402508,"Corpratists, Racists",1,0
402513,"Obstructionist, anti-choice, racist",1,0
402521,"Heartless, racist, mysoginistic, corrupt",1,0
402522,,1,0
402525,"Financial policy, social policies",1,0
402531,anti equal rights for all,1,0
402542,,1,0
402544,I FEEL LIKE CERTAIN PEOPLE STAND IN THE WAY OF PROGRESS,1,0
402547,dishonest,1,0
402553,Contradiction in core social values. Simplistic thinking.,1,0
402561,,1,0
402566,"Favor free enterprise too much, overlook small business",1,0
402568,Obstructionist,1,0
402573,Religious and corporate affiliations.  bigots and sexist,1,0
402587,Its all talk about taxing the richer folks less,1,0
402590,,1,0
402598,"views on social issues, traditionalists",1,0
402614,economics and social values,1,0
402615,They are all for the rich people the poor don't get anything,1,0
402623,,1,0
402628,Everything else!!!,1,0
402629,"Social plicies, gun control",1,0
402630,Authoritarians who do not respect civil liberties,1,0
402635,,1,0
402638,Policies that favor the rich over the poor and middle class.,1,0
402647,It is the party for the rich and white (only),1,0
402649,"Refusal to confirm President's nominees, anti-abortion",1,0
402651,"Non-transparent, dishonest, corrupt, bought.",1,0
402657,,1,0
402659,focus is to keep power and wealth in hands of the haves,1,0
402664,Obstructionist,1,0
402670,for the rich only,1,0
402675,A little too cold when it comes to people,1,0
402681,their unwillingness to work w Democrats to run our country,1,0
402688,they always go against the other party,1,0
402692,Terrible political standpoints.,1,0
402694,Policies that favor the rich,1,0
402698,,1,0
402713,Republican Presidental Nominee,1,0
402723,,1,0
402727,social issues,1,0
402733,,1,0
402735,Against single payer healthcare,1,0
402737,"Pro corporations instead of people, radical about religion",1,0
402746,They are a party of racist haters!,1,0
402751,put party before people's good-sleazy,1,0
402756,Pro-life,1,0
402758,"Far right policy, trickle down economics",1,0
402759,"allows racism, too caught up in religion",1,0
402768,"immigration, women's rights",1,0
402769,,1,0
402771,they are only for themselves,1,0
402778,,1,0
402780,Very Old fashion on social issues. Pander to religious right,1,0
402782,,1,0
402783,Don't agree with a lot of their general views,1,0
402788,they are for big business/special interest,1,0
402793,,1,0
402795,clinging to outdated religious dogma; denying changing world,1,0
402816,they are in the pocket of the NRA,1,0
402821,"Racist, sexist, elitist, over-concerned with party survival",1,0
402822,They are anti-public education.,1,0
402823,"uncooperative, unrealistic, too idealistic",1,0
402828,,1,0
402831,,1,0
402834,most are Racist,1,0
402837,"racism,homophobia,womans rights issues",1,0
402850,most everything,1,0
402859,bipartism?,1,0
402874,,1,0
402875,they are greedy people,1,0
402876,Almost completely unrelatible to most Americans.,1,0
402884,stagmet and divided unwilling to compromise,1,0
402885,regressive views,1,0
402895,WILL NOT WORK WITH PRESIDENT/ELECT A JUDGE TO SUPREME COURT,1,0
402897,to much concern for wealthy people,1,0
402910,It is ignorant and evil,1,0
402922,they let trump on their ballott,1,0
402931,,1,0
402933,,1,0
402946,THEY ARE MORE FOR THE UPPER CLASS,1,0
402947,"not pro choice,right to arm ideas like it's 1800's",1,0
402953,They are full of S***,1,0
402956,Out of touch with the averag person,1,0
402957,disrespectful to president,1,0
402966,Inconsiderate of middle class,1,0
402979,"Party of the past, bigoted, racist, hateful.",1,0
402983,,1,0
402990,"Gun control, increase military, lack of social services, hea",1,0
403006,equal rights policies and gun control,1,0
403007,It chose Donald Trump to represent them,1,0
403018,"big money influence in wars,military waste",1,0
403025,cultiva el racismo,1,0
403030,,1,0
403035,Not inclusive and destroying this country.  A do nothing con,1,0
403036,They only care about the rich,1,0
403041,,1,0
403053,,1,0
403059,They tend to  favor the upper class,1,0
403060,they are intolerant of people with other views,1,0
403071,arrogant,1,0
403088,"their socially conservative agenda; anti-abortion,etc",1,0
403090,Donald Trump Running for president,1,0
403093,Obstruction,1,0
403097,,1,0
403101,,1,0
403105,ALL,1,0
403108,,1,0
403111,,1,0
403123,"inability to reign in tea party,religious right. Trump",1,0
403129,,1,0
403135,,1,0
403136,crazy people like Trump and Palin are nominated,1,0
403143,ultra conservative,1,0
403154,to much intrusion into personal choices of people,1,0
403159,WHERE TO START? THE RIGHT WING HAS GONE TOO FAR,1,0
403170,,1,0
403172,Their views on same sex marriage.,1,0
403173,,1,0
403175,,1,0
403178,High concern for upper class,1,0
403192,"Their views on abortion, tax policy, healthcare, minimum wag",1,0
403195,Taxes for the rich,1,0
403203,serve moneyed interests; unwilling to compromise,1,0
403213,Wealthy pay no tax,1,0
403219,,1,0
403220,They don't take time on making discision,1,0
403221,"Religion, conservative, lack of environmental control, guns",1,0
403228,There negative attitude about working with our current pres.,1,0
403236,,1,0
403259,,1,0
403265,,1,0
403273,Trump!,1,0
403282,gun control,1,0
403297,,1,0
403306,The hate they have for LBGT Community,1,0
403323,More focused on demonizing Dems than talking about WHY them,1,0
403324,They are too bias,1,0
403331,"truly the Grand Old Party, good old boy network",1,0
403345,"Anti-Constitution, sell-outs to big business, cater to racis",1,0
403352,Shut down good policies in order to please the 1%,1,0
403354,,1,0
403358,They favor the Wealthy,1,0
403373,Leadership is totally ineffective,1,0
403374,REPUBLICANS TEND TO LEGISLATE IN FAVOR OF THE WEALTHY,1,0
403380,,1,0
403383,"Anti-science, anti-logic",1,0
403392,,1,0
403396,"policy on womens reproductive rights, gun control",1,0
403399,nothing gets done,1,0
403401,They only care about big business,1,0
403404,"anti-union, party of the wealthy",1,0
403406,"Alienation, nationalism",1,0
403408,They seem to favor the rich,1,0
403410,,1,0
403413,it caters to big business & the wealthy,1,0
403419,Discriminatory voting practices,1,0
403421,Republicans are weak on environmental issues.,1,0
403423,They only think about themselves,1,0
403424,,1,0
403432,Very individualistic ideas,1,0
403442,they are experts at getting rich even if it hurts millions,1,0
403457,Everything besides gun control and security/defense,1,0
403458,Pandering of the religious right,1,0
403464,,1,0
403470,trump,1,0
403471,The Republican Congress made it hard for Obama to do his job,1,0
403474,,1,0
403476,,1,0
403478,Their tendency towards fending for oneself (inequality),1,0
403481,"Obstructionism, smearing",1,0
403491,,1,0
403495,Inability to work for the good of all,1,0
403498,"houses racists, not helping working class in spite of talk",1,0
403499,,1,0
403500,hateful,1,0
403502,,1,0
403503,More concerned with padding their pockets than the people.,1,0
403511,,1,0
403517,They are obstructionists.  They don't get anything done.,1,0
403523,Racism and blocking progress,1,0
403537,"The greed of capitalism, and privatizing of social programs",1,0
403538,"spending, Oppsose Human rights, No gun control",1,0
403541,,1,0
403550,Candidates,1,0
403553,,1,0
403567,centered on the wealthy and rich business,1,0
403571,"Strong racist vibes, far too pushy about religious values",1,0
403573,They only think about themselves. Not the little people.,1,0
403578,elitism,1,0
403599,Everything,1,0
403600,,1,0
403603,"Anti Environment, public lands, equality, pro gun",1,0
403623,Response to activism in the black community,1,0
403630,First solution is to bomb everything,1,0
403634,They are more concerned about business & wealth than people.,1,0
403635,,1,0
403658,not interested in low to mid income people,1,0
403669,Obstructionism,1,0
403675,,1,0
403678,they also don't help people either.,1,0
403679,"racist, sexist, homophobic, restrict rights to abortion,",1,0
403682,being elitist & obstructionist,1,0
403683,Racist selfish idiots,1,0
403697,,1,0
403704,"congress actions, religious aspects of party",1,0
403707,always giviving more to the rich,1,0
403710,they dont believe in helping the poor.,1,0
403716,Christian values,1,0
403718,Hypocrtical on many issues like free speech,1,0
403723,tax breaks for the rich,1,0
403725,Very old mindset and policies,1,0
403732,Balancing budget on backs of federal employees,1,0
403740,They are more for the rich people.,1,0
403741,"social policies, evangelical, supreme court",1,0
403744,R congress fighting D president is damaging to our country,1,0
403748,They're weak and cater to Democrats even with a majority,1,0
403749,completely unwilling to work with democrats,1,0
403750,"Exclusive, intolerant,  MO  is to attack people rather than",1,0
403757,"Party is splite due to no true agenda, conservative  policy",1,0
403761,,1,0
403762,DISREGARD FOR SOC SEC RECIPIENTS,1,0
403764,"Doesnt work with the other to solve issues, blame games",1,0
403768,,1,0
403781,They put party ahead of country,1,0
403792,won't  compromise on anything/work with the other party,1,0
403796,They want all the low income  families to pay higher taxes,1,0
403797,conservative racist party,1,0
403800,,1,0
403806,They're all for the rich man!!!,1,0
403832,"still living in 1776, no acceptance of diversity",1,0
403841,,1,0
403857,"Don't believe in Global Warming, Anti Abortion",1,0
403860,,1,0
403864,"affinity with racists, misogynists, xenophobes, etc.",1,0
403866,,1,0
403872,They refused to work with Obama on anything.,1,0
403877,for the 1%,1,0
403885,,1,0
403887,,1,0
403889,Donald Trump is a tv personality not a president.,1,0
403897,Always looking out for Big Business interests.,1,0
403903,"cutting too much taxes on rich/corporations,",1,0
403907,,1,0
403908,,1,0
403912,COMPASSION IN THE CLOUDS....WE ARE EARTHLY,1,0
403913,They are represented by Donald Trump,1,0
403918,"interest for wealthy, taxes, health care, ignorance",1,0
403929,,1,0
403930,the hate,1,0
403931,ideas,1,0
403935,They are so far right I can't vote for any of them.,1,0
403936,too much corporate money influence,1,0
403937,Trying to mandate morals/religion. I see more hate at times,1,0
403938,Platform/candidates do not reflect my values,1,0
403942,,1,0
403953,obstructionists,1,0
403957,Elitist,1,0
403968,,1,0
403971,,1,0
403987,"Not for the poor,  rich keeps getting richer",1,0
403994,,1,0
403999,They waste tax payer money on sabotaging the democrats in of,1,0
404004,,1,0
404007,,1,0
404017,more favorable to big business than people who work very har,1,0
404020,,1,0
404021,won't work with Obama,1,0
404042,Devisive,1,0
404043,,1,0
404047,"Policies on women's health, influence of religion, obstructi",1,0
404055,"Style of politics, their history",1,0
404058,,1,0
404061,"Argumentative, they seem to stall getting good things done.",1,0
404066,,1,0
404071,,1,0
404087,,1,0
404090,it's outdated and non functional,1,0
404101,Opposing health care reform without an alternative,1,0
404108,very religious approach to a state vs church government,1,0
404124,They are for themselves they don't care about other races is,1,0
404129,LACK OF FEELING FOR POOR,1,0
404131,obstructionists on every level  zero cooperation,1,0
404143,,1,0
404147,Helping foreign countries when they dont want to help our ow,1,0
404151,,1,0
404154,not worried about getting anything done,1,0
404158,They are for the rich.,1,0
404163,Racist,1,0
404174,it's need to kowtow to the Christian religion,1,0
404192,,1,0
404200,,1,0
404201,Refuses to raise the minimum wage,1,0
404230,use of fear and lies for political gain,1,0
404232,mostly their social and environmental policies,1,0
404239,Corruption,1,0
404248,Reluctant to work together,1,0
404264,policies -foreign and domestic,1,0
404268,Trump,1,0
404277,Regressive and out of control. The far right has taken over.,1,0
404278,selfish,1,0
404282,They are soley for the rich,1,0
404285,,1,0
404286,There family  views,1,0
404291,Ignorance to help less fortunate,1,0
404300,they seem to have given up on the truth,1,0
404301,Immigration,1,0
404321,Most are living in a bubble that is diconnected to their so,1,0
404322,rich get richer,1,0
404323,They have no interest in human rights and environment.,1,0
404334,They are for the rich,1,0
404336,the prioritize the party over their constituents,1,0
404338,They are for the rich and against the poor,1,0
404339,,1,0
404343,"They put party before country, do not have everyone in mind",1,0
404348,Too Conservative,1,0
404353,"climate denial, and overwhelming support of the rich",1,0
404354,they DONT advocate for the poor. they help rich stay rich,1,0
404358,Evangelical racists,1,0
404359,,1,0
404360,,1,0
404382,They are radically conservative taking us backwards,1,0
404383,,1,0
404386,This party tend to be so angry at everyone,1,0
404387,,1,0
404397,Everything they stand for.,1,0
404399,"war efforts, spending on foreign wars/defense dept",1,0
404423,greed,1,0
404424,Total No to Obama function as President.,1,0
404425,,1,0
404430,They are all rich and don't care about the working person,1,0
404448,the party are for things that i am not,1,0
404451,Socially regressive,1,0
404469,,1,0
404471,will not cooperate with the president,1,0
404491,Don't care about average person,1,0
404511,They are not together,1,0
404515,POCO DIALOGO POR LA PAZ,1,0
404519,they are fair in their thinking.,1,0
404521,Many extremists and hypocrites,1,0
404528,Everything this party has become.,1,0
404529,,1,0
404542,"They nominated Donald Trump, racist, bigot.",1,0
404543,"They are obstructionist, their stance on social issues",1,0
404555,Their desire to control what citizens can and cannot do with,1,0
404567,Trump,1,0
404574,negative racist conservative,1,0
404583,The party wants to overturn the affordable care act,1,0
404585,,1,0
404596,"Racist, classist, sexist, idiots",1,0
404599,thrir inability to compromise and get things passed for the.,1,0
404602,racist. full of the old boy's network,1,0
404605,lack of care for people and Obama treatment,1,0
404609,,1,0
404612,against women's right to choose,1,0
404614,Racismo,1,0
404618,"No room for compromising, head in the sand",1,0
404622,Socially conservative,1,0
404627,,1,0
404644,Everything else,1,0
404645,Im a Dem.,1,0
404657,"Donald Trump's language, and there are no plans in line!",1,0
404662,They speak for the wealthy,1,0
404671,Too many career politician parasites,1,0
404716,extremely biased,1,0
404718,,1,0
404723,racist,1,0
404725,conservativism on social issues,1,0
404729,"Their policy platforms; social, economic, foreign",1,0
404744,Their social views are archaic,1,0
404748,they look out for them selves,1,0
404752,support of big business vs american people,1,0
404755,"Racist, sexist, conservative",1,0
404760,Cowardice in the face of Trump,1,0
404773,out of step with the little people,1,0
404775,"Racism,divisiveness, only help wealthy people.",1,0
404778,They are NOT honest!!!!,1,0
404779,their lack of Governance,1,0
404783,FAVORING THE WEALTHY ONLY,1,0
404788,Attacks on social security,1,0
404791,,1,0
404794,"Stances on environment, social issues, abortion",1,0
404796,Has a history of hatred and intolerance,1,0
404805,"Planned Parenthood, gun laws, views verese gay people",1,0
404812,Racist hompphobes controlled by elites,1,0
404814,Less funding for planned parenthood.,1,0
404819,the extreme thinking that leads to no compromises,1,0
404824,Concerned about the inherent racism evident in policy,1,0
404845,,1,0
404848,They appear to promote hate towards divesity,1,0
404851,refusal to pass laws,1,0
404856,,1,0
404857,,1,0
404867,Trickle down effect,1,0
404870,"conservative values - socially, economically",1,0
404871,Falsly represented by selfserving elected officals,1,0
404874,They lie and argue about everything,1,0
404880,"bigotry, focus on wealthy, disdain for public education",1,0
404881,,1,0
404886,"Their history of helping the top 10%, their environmental st",1,0
404895,Conservative mind,1,0
404896,,1,0
404906,that Trump was the only candidate they cold come up with,1,0
404908,Abandoned American people to become the 'No' party,1,0
404910,abortion,1,0
404923,You gave a rich racist the oppurtunity to become president!,1,0
404928,,1,0
404931,for the rich.,1,0
404956,,1,0
404957,Mob mentality against anything democratic,1,0
404959,Negative towards social issues,1,0
